Query_ID,Document_ID,Rank
130,en.15.203.470.2007.8.21,7
130,en.15.251.174.2008.3.16,8
130,en.15.72.98.2008.6.19,9
130,en.3.407.366.2007.11.27,10
130,en.15.74.58.2008.6.30,11
130,en.15.68.155.2008.5.25,12
130,en.13.41.322.2010.2.28,13
130,en.15.69.143.2008.6.4,14
130,en.15.68.145.2008.5.24,15
130,en.15.69.185.2008.6.4,16
130,en.15.89.239.2008.10.13,17
130,en.15.105.47.2009.1.12,18
130,en.15.239.294.2008.2.4,19
130,en.13.31.126.2009.12.29,20
130,en.15.220.347.2007.11.12,21
130,en.15.231.286.2008.1.1,22
130,en.15.238.333.2008.1.30,23
130,en.15.63.402.2008.4.24,24
130,en.15.236.322.2008.1.23,25
130,en.15.74.232.2008.7.1,26
130,en.15.66.29.2008.5.11,27
130,en.15.85.451.2008.9.17,28
130,en.15.64.283.2008.4.27,29
130,en.2.270.444.2009.7.1,30
130,en.15.97.117.2008.11.22,31
130,en.3.380.497.2007.7.20,32
130,en.15.95.49.2008.11.12,33
130,en.3.397.110.2007.10.12,34
130,en.15.79.493.2008.8.14,35
130,en.3.373.289.2007.6.9,36
130,en.15.69.131.2008.6.5,37
130,en.3.389.360.2007.9.2,38
130,en.15.82.278.2008.8.31,39
130,en.15.98.384.2008.11.30,40
130,en.15.92.378.2008.10.25,41
130,en.15.67.249.2008.5.17,42
130,en.15.242.12.2008.2.13,43
130,en.15.167.198.2010.2.26,44
130,en.15.232.170.2008.1.5,45
130,en.15.84.398.2008.9.14,46
130,en.15.249.191.2008.3.9,47
130,en.15.72.35.2008.6.22,48
130,en.13.31.317.2009.12.30,49
130,en.15.62.45.2008.4.20,50
131,en.13.56.214.2010.5.28,1
131,en.2.319.348.2010.6.6,2
131,en.13.59.310.2010.6.8,3
131,en.15.135.225.2009.7.16,4
131,en.15.135.417.2009.7.17,5
131,en.3.372.210.2007.6.8,6
131,en.15.179.54.2010.5.5,7
131,en.15.219.443.2007.11.4,8
131,en.2.291.92.2009.12.1,9
131,en.15.93.166.2008.10.31,10
131,en.15.240.234.2008.2.7,11
131,en.15.132.451.2009.6.26,12
131,en.13.51.374.2010.5.3,13
131,en.15.204.115.2007.8.24,14
131,en.15.188.79.2007.6.4,15
131,en.15.218.130.2007.11.2,16
131,en.15.188.2.2007.6.5,17
131,en.15.65.227.2008.5.4,18
131,en.2.291.52.2009.12.3,19
131,en.15.110.465.2009.3.23,20
131,en.15.229.25.2007.12.25,21
131,en.15.231.240.2008.1.2,22
131,en.2.260.322.2009.4.30,23
131,en.15.179.35.2010.5.4,24
131,en.15.109.496.2009.2.8,25
131,en.15.188.146.2007.6.6,26
131,en.15.188.329.2007.6.5,27
131,en.2.311.459.2010.4.26,28
131,en.15.106.232.2009.1.24,29
131,en.2.291.73.2009.11.30,30
131,en.3.376.60.2007.6.25,31
131,en.15.239.210.2008.2.5,32
131,en.15.227.272.2007.12.10,33
131,en.13.31.301.2009.12.30,34
131,en.13.31.98.2009.12.29,35
131,en.15.68.363.2008.5.26,36
131,en.3.376.293.2007.6.25,37
131,en.15.188.356.2007.6.4,38
131,en.15.237.113.2008.1.25,39
131,en.3.354.137.2010.3.20,40
131,en.15.104.218.2009.1.8,41
131,en.15.188.351.2007.6.5,42
131,en.3.350.396.2010.2.19,43
131,en.3.350.372.2010.2.18,44
131,en.15.113.58.2009.3.7,45
131,en.15.154.242.2009.11.27,46
131,en.3.401.374.2007.10.30,47
131,en.15.219.493.2007.11.4,48
131,en.3.355.457.2010.3.24,49
131,en.3.373.302.2007.6.10,50
132,en.2.319.348.2010.6.6,1
132,en.13.56.214.2010.5.28,2
132,en.3.417.297.2008.1.9,3
132,en.15.94.56.2008.11.5,4
132,en.15.94.118.2008.11.5,5
132,en.15.247.124.2008.3.5,6
132,en.15.94.353.2008.11.5,7
132,en.15.94.334.2008.11.6,8
132,en.13.25.470.2009.11.8,9
132,en.15.136.69.2009.7.23,10
132,en.15.94.459.2008.11.5,11
132,en.15.94.448.2008.11.7,12
132,en.3.343.69.2010.1.13,13
132,en.15.70.83.2008.6.7,14
132,en.2.271.293.2009.7.7,15
132,en.15.98.250.2008.11.29,16
132,en.15.147.317.2009.10.3,17
132,en.15.109.134.2009.2.10,18
132,en.15.93.133.2008.11.3,19
132,en.15.94.246.2008.11.8,20
132,en.15.255.249.2008.4.3,21
132,en.15.97.435.2008.11.21,22
132,en.15.77.234.2008.7.30,23
132,en.15.96.379.2008.11.20,24
132,en.15.242.276.2008.2.13,25
132,en.3.354.264.2010.3.22,26
132,en.15.156.110.2009.12.15,27
132,en.15.115.343.2009.2.15,28
132,en.15.95.370.2008.11.11,29
132,en.15.232.357.2008.1.4,30
132,en.2.270.171.2009.7.6,31
132,en.15.128.12.2009.6.5,32
132,en.15.255.206.2008.4.4,33
132,en.15.247.461.2008.3.5,34
132,en.3.357.104.1970.1.1,35
132,en.15.109.15.2009.2.10,36
132,en.15.69.130.2008.6.4,37
132,en.13.10.407.2009.7.28,38
132,en.15.156.338.2009.12.17,39
132,en.15.250.141.2008.3.12,40
132,en.3.358.302.2010.4.14,41
132,en.15.110.266.2009.3.25,42
132,en.15.139.380.2009.8.12,43
132,en.15.252.362.2008.3.19,44
132,en.15.94.450.2008.11.8,45
132,en.15.232.315.2008.1.4,46
132,en.3.358.40.2010.4.13,47
132,en.15.240.175.2008.2.6,48
132,en.15.72.272.2008.6.19,49
132,en.15.94.352.2008.11.5,50
133,en.2.319.348.2010.6.6,1
133,en.13.56.214.2010.5.28,2
133,en.15.82.100.2008.9.3,3
133,en.3.327.81.2009.9.11,4
133,en.15.203.148.2007.8.21,5
133,en.15.203.83.2007.8.19,6
133,en.3.327.275.2009.9.12,7
133,en.3.388.78.2007.8.29,8
133,en.3.373.433.2007.6.9,9
133,en.2.264.403.2009.5.28,10
133,en.3.388.171.2007.8.29,11
133,en.15.106.500.2009.1.22,12
133,en.2.264.223.2009.5.29,13
133,en.15.99.90.2008.12.5,14
133,en.3.400.276.2007.10.27,15
133,en.2.282.8.2009.9.17,16
133,en.15.210.340.2007.9.30,17
133,en.15.203.466.2007.8.19,18
133,en.15.111.124.2009.3.23,19
133,en.2.289.33.2009.11.15,20
133,en.15.121.338.2009.4.25,21
133,en.15.100.303.2008.12.12,22
133,en.3.343.53.2010.1.13,23
133,en.15.234.6.2008.1.14,24
133,en.2.268.149.2009.6.18,25
133,en.15.210.237.2007.9.27,26
133,en.15.210.491.2007.9.27,27
133,en.15.220.42.2007.11.8,28
133,en.15.96.472.2008.11.20,29
133,en.3.403.352.2007.11.6,30
133,en.15.103.106.2009.1.1,31
133,en.3.407.300.2007.11.28,32
133,en.3.407.243.2007.11.28,33
133,en.2.281.127.2009.9.15,34
133,en.15.112.255.2009.3.10,35
133,en.15.243.14.2008.2.17,36
133,en.3.397.320.2007.10.11,37
133,en.2.258.361.2009.4.22,38
133,en.3.410.311.2007.12.9,39
133,en.15.81.470.2008.8.25,40
133,en.15.89.52.2008.10.15,41
133,en.15.81.332.2008.8.25,42
133,en.15.206.320.2007.8.31,43
133,en.15.89.25.2008.10.15,44
133,en.15.243.484.2008.2.17,45
133,en.3.392.437.2007.9.19,46
133,en.15.100.343.2008.12.15,47
133,en.15.112.303.2009.3.11,48
133,en.15.251.30.2008.3.18,49
133,en.15.227.251.2007.12.11,50
134,en.13.56.214.2010.5.28,1
134,en.2.319.348.2010.6.6,2
134,en.3.353.489.2010.3.15,3
134,en.3.348.310.2010.2.5,4
134,en.3.357.402.2010.4.8,5
134,en.15.220.22.2007.11.10,6
134,en.15.80.224.2008.8.17,7
134,en.2.266.418.2009.6.9,8
134,en.2.263.48.2009.5.23,9
134,en.15.102.172.2008.12.26,10
134,en.15.128.116.2009.6.6,11
134,en.15.84.472.2008.9.14,12
134,en.13.51.298.2010.5.1,13
134,en.15.125.368.2009.5.18,14
134,en.3.361.444.2010.4.30,15
134,en.3.354.136.2010.3.19,16
134,en.15.254.257.2008.3.28,17
134,en.2.268.66.2009.6.19,18
134,en.3.353.78.2010.3.10,19
134,en.3.363.199.2010.5.8,20
134,en.15.68.6.2008.5.27,21
134,en.13.57.158.2010.5.29,22
134,en.3.359.124.2010.4.17,23
134,en.2.270.131.2009.7.2,24
134,en.15.231.214.2008.1.1,25
134,en.3.353.144.2010.3.11,26
134,en.15.215.192.2007.10.22,27
134,en.2.319.95.2010.6.5,28
134,en.15.115.457.2009.2.11,29
134,en.15.76.8.2008.7.23,30
134,en.3.397.65.2007.10.12,31
134,en.15.71.487.2008.6.14,32
134,en.15.172.253.2010.3.28,33
134,en.2.278.406.2009.8.26,34
134,en.3.355.126.2010.3.23,35
134,en.3.356.249.2010.3.29,36
134,en.13.55.261.2010.5.22,37
134,en.3.356.10.2010.4.2,38
134,en.15.184.77.2010.5.30,39
134,en.15.172.91.2010.3.25,40
134,en.3.356.234.2010.3.31,41
134,en.15.65.66.2008.5.4,42
134,en.2.264.447.2009.5.29,43
134,en.2.317.406.2010.5.28,44
134,en.15.68.103.2008.5.22,45
134,en.3.353.63.2010.3.10,46
134,en.2.305.197.2010.3.16,47
134,en.15.64.286.2008.4.26,48
134,en.15.244.194.2008.2.21,49
134,en.15.181.417.2010.5.16,50
135,en.13.56.214.2010.5.28,1
135,en.2.319.348.2010.6.6,2
135,en.2.289.265.2009.11.17,3
135,en.3.354.305.2010.3.20,4
135,en.15.140.39.2009.8.23,5
135,en.15.108.158.2009.2.2,6
135,en.13.10.440.2009.7.28,7
135,en.15.67.174.2008.5.17,8
135,en.3.349.14.2010.2.16,9
135,en.13.3.70.2009.6.12,10
135,en.3.372.281.2007.6.7,11
135,en.13.55.6.2010.5.20,12
135,en.2.268.232.2009.6.18,13
135,en.15.74.211.2008.7.3,14
135,en.3.361.253.2010.4.28,15
135,en.2.263.252.2009.5.23,16
135,en.3.372.212.2007.6.8,17
135,en.15.242.415.2008.2.14,18
135,en.3.388.239.2007.8.28,19
135,en.2.296.366.2010.1.17,20
135,en.13.8.210.2009.7.10,21
135,en.15.116.346.2009.2.18,22
135,en.13.3.22.2009.6.13,23
135,en.3.357.208.2010.4.8,24
135,en.15.132.124.2009.6.29,25
135,en.15.155.40.2009.12.8,26
135,en.15.70.462.2008.6.9,27
135,en.2.320.200.2010.6.12,28
135,en.15.60.432.2008.4.9,29
135,en.15.61.235.2008.4.14,30
135,en.15.95.486.2008.11.15,31
135,en.15.128.47.2009.6.5,32
135,en.15.123.73.2009.5.9,33
135,en.15.105.139.2009.1.20,34
135,en.15.256.239.2008.4.8,35
135,en.15.249.19.2008.3.10,36
135,en.2.291.160.2009.11.30,37
135,en.15.247.431.2008.3.3,38
135,en.3.349.284.2010.2.12,39
135,en.13.8.168.2009.7.13,40
135,en.13.8.237.2009.7.13,41
135,en.15.84.360.2008.9.16,42
135,en.15.123.456.2009.5.9,43
135,en.3.338.259.2009.12.6,44
135,en.2.260.428.2009.5.2,45
135,en.3.373.289.2007.6.9,46
135,en.15.85.442.2008.9.19,47
135,en.15.132.14.2009.6.24,48
135,en.15.71.365.2008.6.17,49
135,en.3.343.300.2010.1.13,50
136,en.13.56.214.2010.5.28,1
136,en.2.319.348.2010.6.6,2
136,en.3.354.497.2010.3.19,3
136,en.3.397.179.2007.10.11,4
136,en.13.30.221.2009.12.22,5
136,en.15.210.278.2007.9.28,6
136,en.15.237.392.2008.1.27,7
136,en.3.373.320.2007.6.9,8
136,en.3.395.7.2007.10.3,9
136,en.15.101.419.2008.12.15,10
136,en.15.215.303.2007.10.22,11
136,en.15.210.330.2007.9.30,12
136,en.15.248.224.2008.3.9,13
136,en.15.243.241.2008.2.20,14
136,en.15.210.281.2007.9.29,15
136,en.15.209.235.2007.9.25,16
136,en.3.401.480.2007.10.31,17
136,en.3.403.356.2007.11.6,18
136,en.15.63.200.2008.4.25,19
136,en.15.61.245.2008.4.17,20
136,en.3.397.360.2007.10.11,21
136,en.3.391.146.2007.9.14,22
136,en.15.225.152.2007.12.4,23
136,en.3.391.86.2007.9.15,24
136,en.15.204.193.2007.8.25,25
136,en.15.100.35.2008.12.11,26
136,en.15.190.470.2007.6.14,27
136,en.15.229.382.2007.12.22,28
136,en.3.408.147.2007.11.30,29
136,en.15.218.3.2007.11.1,30
136,en.3.378.62.2007.7.9,31
136,en.15.244.204.2008.2.22,32
136,en.15.109.170.2009.2.8,33
136,en.3.373.409.2007.6.11,34
136,en.3.322.99.2009.8.8,35
136,en.15.246.494.2008.3.2,36
136,en.15.138.391.2009.8.8,37
136,en.3.322.493.2009.8.8,38
136,en.15.89.477.2008.10.15,39
136,en.15.130.272.2009.6.15,40
136,en.15.125.260.2009.5.19,41
136,en.15.238.472.2008.1.28,42
136,en.3.383.150.2007.8.6,43
136,en.3.376.154.2007.6.25,44
136,en.15.237.67.2008.1.24,45
136,en.15.64.410.2008.4.26,46
136,en.15.188.366.2007.6.7,47
136,en.15.112.177.2009.3.11,48
136,en.3.331.336.2009.10.10,49
136,en.3.407.10.2007.11.27,50
137,en.2.319.348.2010.6.6,1
137,en.13.56.214.2010.5.28,2
137,en.15.125.486.2009.5.19,3
137,en.3.322.136.2009.8.7,4
137,en.15.103.150.2009.1.1,5
137,en.3.322.329.2009.8.7,6
137,en.15.62.429.2008.4.20,7
137,en.15.121.11.2009.4.26,8
137,en.15.227.37.2007.12.11,9
137,en.15.125.410.2009.5.18,10
137,en.15.227.197.2007.12.10,11
137,en.15.103.201.2009.1.2,12
137,en.3.405.67.2007.11.17,13
137,en.15.231.431.2008.1.1,14
137,en.15.231.446.2007.12.31,15
137,en.15.102.434.2008.12.28,16
137,en.3.397.200.2007.10.13,17
137,en.3.384.162.2007.8.7,18
137,en.15.237.129.2008.1.28,19
137,en.3.406.475.2007.11.22,20
137,en.15.227.220.2007.12.10,21
137,en.15.210.471.2007.9.30,22
137,en.2.263.424.2009.5.25,23
137,en.3.322.120.2009.8.7,24
137,en.3.414.93.2007.12.30,25
137,en.3.395.440.2007.10.4,26
137,en.15.125.382.2009.5.18,27
137,en.15.125.278.2009.5.19,28
137,en.15.125.313.2009.5.18,29
137,en.3.322.41.2009.8.7,30
137,en.15.210.106.2007.9.27,31
137,en.15.232.93.2008.1.7,32
137,en.15.243.377.2008.2.18,33
137,en.15.79.432.2008.8.11,34
137,en.15.227.175.2007.12.13,35
137,en.15.80.372.2008.8.19,36
137,en.15.86.477.2008.9.27,37
137,en.15.85.243.2008.9.18,38
137,en.15.210.8.2007.9.28,39
137,en.3.397.120.2007.10.10,40
137,en.2.264.9.2009.5.29,41
137,en.3.405.13.2007.11.15,42
137,en.3.395.379.2007.10.2,43
137,en.15.227.191.2007.12.12,44
137,en.15.100.419.2008.12.11,45
137,en.3.414.414.2007.12.28,46
137,en.15.105.44.2009.1.21,47
137,en.3.390.446.2007.9.8,48
137,en.15.210.132.2007.10.1,49
137,en.15.236.463.2008.1.21,50
138,en.2.319.348.2010.6.6,1
138,en.13.56.214.2010.5.28,2
138,en.2.289.265.2009.11.17,3
138,en.3.354.305.2010.3.20,4
138,en.15.140.39.2009.8.23,5
138,en.13.10.440.2009.7.28,6
138,en.3.361.253.2010.4.28,7
138,en.15.240.130.2008.2.8,8
138,en.3.353.354.2010.3.10,9
138,en.15.151.369.2009.11.6,10
138,en.3.353.245.2010.3.10,11
138,en.3.359.357.2010.4.19,12
138,en.15.68.402.2008.5.24,13
138,en.15.60.488.2008.4.10,14
138,en.2.282.106.2009.9.19,15
138,en.15.68.52.2008.5.25,16
138,en.15.80.371.2008.8.21,17
138,en.3.410.248.2007.12.7,18
138,en.3.361.105.2010.4.27,19
138,en.3.400.95.2007.10.25,20
138,en.13.51.220.2010.5.3,21
138,en.3.348.165.2010.2.9,22
138,en.3.381.449.2007.7.25,23
138,en.15.91.196.2008.10.23,24
138,en.3.361.203.1970.1.1,25
138,en.3.374.220.2007.6.15,26
138,en.3.395.180.2007.10.3,27
138,en.15.113.441.2009.3.8,28
138,en.2.283.25.2009.9.30,29
138,en.15.187.165.2007.6.1,30
138,en.15.246.255.2008.2.28,31
138,en.3.350.499.2010.2.18,32
138,en.15.188.151.2007.6.6,33
138,en.15.68.407.2008.5.28,34
138,en.15.68.67.2008.5.26,35
138,en.13.31.165.2009.12.27,36
138,en.15.68.101.2008.5.27,37
138,en.15.78.10.2008.8.3,38
138,en.15.188.96.2007.6.5,39
138,en.15.187.107.2007.6.1,40
138,en.15.203.67.2007.8.20,41
138,en.13.55.6.2010.5.20,42
138,en.13.5.19.2009.6.24,43
138,en.15.187.463.2007.6.1,44
138,en.15.132.113.2009.7.1,45
138,en.3.357.45.2010.4.8,46
138,en.3.356.106.2010.4.1,47
138,en.2.305.28.2010.3.16,48
138,en.3.353.151.2010.3.15,49
138,en.15.105.218.2009.1.14,50
139,en.13.56.214.2010.5.28,1
139,en.2.319.348.2010.6.6,2
139,en.15.123.145.2009.5.6,3
139,en.2.289.388.2009.11.18,4
139,en.15.63.337.2008.4.22,5
139,en.15.99.252.2008.12.3,6
139,en.2.275.454.2009.8.3,7
139,en.15.160.247.2010.1.14,8
139,en.3.401.84.2007.10.29,9
139,en.15.123.345.2009.5.7,10
139,en.15.80.256.2008.8.15,11
139,en.2.296.318.2010.1.18,12
139,en.15.98.426.2008.12.1,13
139,en.3.376.8.2007.6.25,14
139,en.3.347.198.2010.2.2,15
139,en.13.31.149.2009.12.29,16
139,en.15.139.344.2009.8.10,17
139,en.15.96.12.2008.11.18,18
139,en.15.186.279.2007.5.29,19
139,en.15.121.106.2009.4.26,20
139,en.13.26.50.2009.11.11,21
139,en.15.64.405.2008.4.27,22
139,en.13.27.34.2009.11.22,23
139,en.2.309.498.2010.4.10,24
139,en.15.119.263.2009.4.13,25
139,en.3.347.407.2010.2.4,26
139,en.15.87.444.2008.10.1,27
139,en.15.118.408.2009.4.5,28
139,en.15.121.483.2009.4.26,29
139,en.3.403.111.2007.11.5,30
139,en.2.298.321.2010.1.28,31
139,en.15.88.289.2008.10.8,32
139,en.15.160.266.2010.1.14,33
139,en.15.108.470.2009.2.5,34
139,en.2.260.53.2009.5.4,35
139,en.15.204.493.2007.8.23,36
139,en.2.258.437.2009.4.19,37
139,en.13.31.249.2009.12.27,38
139,en.3.357.494.2010.4.6,39
139,en.15.188.142.2007.6.4,40
139,en.15.118.168.2009.4.8,41
139,en.15.97.129.2008.11.21,42
139,en.3.357.467.2010.4.5,43
139,en.2.296.316.2010.1.19,44
139,en.15.179.434.2010.5.6,45
139,en.15.119.466.2009.4.12,46
139,en.13.54.248.2010.5.14,47
139,en.15.103.119.2009.1.2,48
139,en.15.100.152.2008.12.13,49
139,en.15.104.52.2009.1.9,50
140,en.13.56.214.2010.5.28,1
140,en.2.319.348.2010.6.6,2
140,en.15.68.126.2008.5.26,3
140,en.15.68.248.2008.5.26,4
140,en.15.78.283.2008.8.5,5
140,en.15.78.66.2008.8.6,6
140,en.3.383.371.2007.8.5,7
140,en.15.95.293.2008.11.11,8
140,en.15.78.213.2008.8.1,9
140,en.15.72.127.2008.6.20,10
140,en.15.202.454.2007.8.14,11
140,en.15.227.97.2007.12.12,12
140,en.15.68.307.2008.5.23,13
140,en.3.361.183.2010.4.29,14
140,en.15.72.292.2008.6.21,15
140,en.15.68.25.2008.5.28,16
140,en.15.66.275.2008.5.14,17
140,en.15.101.122.2008.12.17,18
140,en.3.331.405.2009.10.10,19
140,en.3.329.1.1970.1.1,20
140,en.15.97.50.2008.11.21,21
140,en.15.80.182.2008.8.15,22
140,en.15.220.157.2007.11.8,23
140,en.15.70.11.2008.6.7,24
140,en.15.186.159.2007.5.28,25
140,en.3.329.110.2009.9.24,26
140,en.15.74.441.2008.7.1,27
140,en.15.254.438.2008.3.27,28
140,en.15.108.152.2009.2.2,29
140,en.2.289.31.2009.11.14,30
140,en.15.202.418.2007.8.16,31
140,en.15.89.309.2008.10.11,32
140,en.15.82.133.2008.9.4,33
140,en.3.343.341.2010.1.10,34
140,en.15.69.138.2008.6.2,35
